City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
234,Belaya Gora,RU,68.5333,146.4167,18.81,97,88,3.8,overcast clouds
235,Great Falls,US,47.5002,-111.3008,70.68,49,0,13.8,clear sky
236,Saint Anthony,US,45.0205,-93.218,78.1,45,0,10.36,clear sky
237,Huaihua,CN,27.5494,109.9592,58.59,74,100,7.11,overcast clouds
238,Kirovskiy,RU,45.0917,133.5136,30.0,62,4,3.87,clear sky
239,Churapcha,RU,62.0025,132.4325,21.25,78,24,8.86,few clouds
240,Puerto Leguizamo,CO,-0.1934,-74.7819,97.11,36,12,1.59,few clouds
241,Caravelas,BR,-17.7125,-39.2481,81.45,60,47,13.62,scattered clouds
242,Torbay,CA,47.6666,-52.7314,60.58,51,0,21.85,clear sky
243,General Pico,AR,-35.6566,-63.7568,83.07,20,62,18.21,broken clouds
244,Mutengene,CM,4.0913,9.3144,75.25,87,52,6.04,broken clouds
245,Healdsburg,US,38.6105,-122.8692,84.9,37,35,1.74,scattered clouds
246,Nemuro,JP,43.3236,145.575,55.65,81,100,24.29,overcast clouds
247,Vicuna,CL,-30.0319,-70.7081,73.78,35,6,10.09,clear sky
248,Cherskiy,RU,68.75,161.3,19.69,85,27,3.76,scattered clouds
249,Matay,EG,28.419,30.7792,81.25,34,0,5.61,clear sky
250,Pinotepa Nacional,MX,16.3167,-98.0167,85.75,61,52,5.1,broken clouds
251,Zabol,AF,32.25,67.25,63.21,16,0,7.7,clear sky
252,Luderitz,NA,-26.6481,15.1594,58.82,73,0,20.87,clear sky
253,Kodiak,US,57.79,-152.4072,53.11,87,100,26.46,heavy intensity rain
254,Matara,LK,5.9485,80.5353,78.33,88,100,11.03,heavy intensity rain
255,Yei,SS,4.095,30.6779,66.0,97,67,3.06,broken clouds
256,Dulce Nombre De Culmi,HN,15.1,-85.5333,91.63,50,40,3.13,scattered clouds
257,Salinas,US,36.6777,-121.6555,71.8,73,40,5.75,scattered clouds
258,Yar-Sale,RU,66.8333,70.8333,37.24,88,67,14.99,broken clouds
259,Cidreira,BR,-30.1811,-50.2056,64.17,60,8,10.2,clear sky
260,Marsh Harbour,BS,26.5412,-77.0636,80.98,61,67,7.67,broken clouds
261,Trairi,BR,-3.2778,-39.2689,84.96,59,100,16.08,overcast clouds
262,Severo-Kurilsk,RU,50.6789,156.125,52.88,91,100,25.95,light rain
263,Shingu,JP,33.7333,135.9833,75.79,89,92,7.58,overcast clouds
264,Sao Filipe,CV,14.8961,-24.4956,78.37,78,100,6.76,light rain
265,Margate,GB,51.3813,1.3862,61.9,88,100,3.0,overcast clouds
266,Upernavik,GL,72.7868,-56.1549,25.68,79,100,3.96,overcast clouds
267,Yeppoon,AU,-23.1333,150.7333,60.58,66,37,10.76,scattered clouds
268,Daru,PG,-9.0763,143.2092,79.12,89,99,16.28,overcast clouds
269,Harnosand,SE,62.6323,17.9379,52.0,88,35,10.04,scattered clouds
270,Lubao,PH,14.9167,120.55,78.87,88,68,4.29,broken clouds
271,Yumen,CN,40.2833,97.2,45.97,39,100,9.78,overcast clouds
272,Dhidhdhoo,MV,6.8833,73.1,81.88,78,92,17.4,overcast clouds
273,San Cristobal,VE,7.7669,-72.225,84.38,38,25,5.91,scattered clouds
274,Bandundu,CD,-3.3167,17.3667,76.35,79,58,6.2,light rain
275,Chenzhou,CN,25.8,113.0333,65.23,77,73,6.76,broken clouds
276,Talaya,RU,61.3833,152.75,18.34,95,100,10.38,snow
277,Bedesa,ET,8.9,40.7833,61.84,89,69,5.03,light rain
278,Majene,ID,-3.5403,118.9707,77.85,87,100,3.53,moderate rain
279,Esmeraldas,BR,-19.7625,-44.3139,85.24,44,88,4.16,moderate rain
280,Mayo,US,38.8876,-76.5119,54.01,94,100,10.36,overcast clouds
281,Halmstad,SE,56.6745,12.8568,57.4,88,20,11.5,few clouds
282,Port Shepstone,ZA,-30.7414,30.455,65.89,84,100,8.14,light rain
283,Salta,AR,-24.7859,-65.4117,84.58,33,0,9.22,clear sky
284,Grindavik,IS,63.8424,-22.4338,45.07,81,75,28.77,light intensity drizzle
285,Peniche,PT,39.3558,-9.3811,70.29,77,4,8.14,clear sky
286,San Pedro,PH,14.35,121.0167,81.63,82,75,3.44,broken clouds
287,Boa Vista,BR,2.8197,-60.6733,91.38,49,40,3.44,scattered clouds
288,Pisco,PE,-13.7,-76.2167,66.25,68,20,9.22,haze
289,Qaanaaq,GL,77.484,-69.3632,19.29,74,100,4.68,overcast clouds
290,Pangody,RU,65.85,74.4859,38.28,91,91,14.61,overcast clouds
291,Horta,PT,38.5333,-28.6333,74.84,73,20,12.66,few clouds
292,Ushtobe,KZ,45.2514,77.9838,49.91,30,1,11.43,clear sky
293,Chimbote,PE,-9.0853,-78.5783,66.85,70,67,12.17,broken clouds
294,Victor Harbor,AU,-35.5667,138.6167,56.68,92,98,15.68,moderate rain
295,Talnakh,RU,69.4865,88.3972,33.21,99,100,5.64,light snow
296,Nakusp,CA,50.2499,-117.8023,61.14,72,11,1.14,few clouds
297,Tema,GH,5.667,-0.0166,79.21,89,75,13.8,broken clouds
298,Hanyang,CN,32.1371,105.5126,56.88,84,100,2.35,overcast clouds
299,Seara,PT,41.1818,-7.8003,71.96,30,2,3.62,clear sky
300,Lakatoro,VU,-16.0999,167.4164,77.65,82,48,12.41,scattered clouds
301,Fairbanks,US,64.8378,-147.7164,41.31,83,0,9.22,clear sky
302,Kirkwood,US,38.5834,-90.4068,74.53,38,20,4.0,few clouds
303,Port Augusta,AU,-32.5,137.7667,57.43,84,59,1.95,broken clouds
304,Bandarbeyla,SO,9.4942,50.8122,78.06,81,86,17.69,overcast clouds
305,Sangar,RU,63.9242,127.4739,21.07,79,21,7.56,few clouds
306,Rondonopolis,BR,-16.4708,-54.6356,95.85,30,40,3.78,scattered clouds
307,Bambous Virieux,MU,-20.3428,57.7575,72.21,78,40,11.5,scattered clouds
308,Lavrentiya,RU,65.5833,-171.0,34.3,76,42,5.55,scattered clouds
309,Ugep,NG,5.8086,8.0812,75.87,89,97,3.98,overcast clouds
310,Hanna,CA,51.6334,-111.9018,66.85,49,12,3.0,few clouds
311,Batouri,CM,4.4333,14.3667,69.8,96,99,1.25,overcast clouds
312,Steinbach,DE,50.1667,8.5667,57.2,93,0,3.44,clear sky
313,Petatlan,MX,17.5167,-101.2667,89.4,67,73,4.36,broken clouds
314,Isiro,CD,2.7739,27.616,66.88,99,92,2.1,moderate rain
315,Eureka,US,40.8021,-124.1637,58.93,76,98,1.01,overcast clouds
316,Beringovskiy,RU,63.05,179.3167,37.49,83,92,8.01,overcast clouds
317,Pangnirtung,CA,66.1451,-65.7125,42.8,45,100,9.22,overcast clouds
318,Leningradskiy,RU,69.3833,178.4167,25.18,93,100,7.29,overcast clouds
319,Capiibary,PY,-24.8,-56.0333,81.3,34,0,1.97,clear sky
320,San Patricio,US,28.017,-97.5169,85.15,44,100,4.97,overcast clouds
321,Vanimo,PG,-2.6741,141.3028,77.07,90,82,4.54,broken clouds
322,Maxixe,MZ,-23.8597,35.3472,76.82,88,75,5.75,broken clouds
323,Camamu,BR,-13.9447,-39.1039,82.15,53,23,7.99,few clouds
324,Terney,RU,45.0503,136.6092,36.46,56,0,13.8,clear sky
325,Olhao,PT,37.0286,-7.8411,79.29,73,0,4.61,clear sky
326,Bengkulu,ID,-3.8004,102.2655,75.47,89,100,3.15,moderate rain
327,Mujiayingzi,CN,42.1167,118.7833,33.22,37,0,4.47,clear sky
328,Bibbiena,IT,43.6965,11.8135,68.09,79,100,2.98,overcast clouds
329,Carutapera,BR,-1.195,-46.02,86.27,58,37,11.01,scattered clouds
330,Pilar,BR,-9.5972,-35.9567,82.33,53,16,10.36,few clouds
331,Cessnock,AU,-32.8333,151.35,63.14,96,96,2.91,light rain
332,Ribeira Grande,PT,38.5167,-28.7,75.6,73,20,12.66,few clouds
333,Limbdi,IN,22.5667,71.8,85.01,50,41,9.6,scattered clouds
334,Catuday,PH,16.2923,119.8062,81.0,77,84,3.78,broken clouds
335,Saint George,US,37.1041,-113.5841,77.43,44,0,3.0,clear sky
336,Isla Mujeres,MX,21.2311,-86.731,86.16,57,5,9.6,clear sky
337,Biloela,AU,-24.4167,150.5,58.06,78,73,4.92,broken clouds
338,Korla,CN,41.7597,86.1469,53.11,26,54,4.34,broken clouds
339,Souillac,MU,-20.5167,57.5167,71.98,78,40,11.5,scattered clouds
340,Inhambane,MZ,-23.865,35.3833,76.98,88,75,5.75,broken clouds
341,Khorixas,NA,-20.3667,14.9667,74.61,27,0,10.87,clear sky
342,Cabatuan,PH,10.8794,122.486,76.01,87,99,5.06,overcast clouds
343,Guerrero Negro,MX,27.9769,-114.0611,74.05,67,92,8.97,overcast clouds
344,Vostok,RU,46.4856,135.8833,21.67,90,82,4.03,broken clouds
345,Soyo,AO,-6.1349,12.3689,76.28,83,55,9.42,broken clouds
346,Hasaki,JP,35.7333,140.8333,75.6,81,99,18.37,overcast clouds
347,Faanui,PF,-16.4833,-151.75,77.67,77,21,23.06,light rain
348,Pontes E Lacerda,BR,-15.2261,-59.3353,96.53,31,60,7.0,broken clouds
349,Fuerte Olimpo,PY,-21.0415,-57.8738,97.43,26,22,5.35,few clouds
350,Mount Isa,AU,-20.7333,139.5,69.57,100,75,3.44,light rain
351,Novochernorechenskiy,RU,56.2669,91.0828,30.9,76,74,4.29,broken clouds
352,Umm Kaddadah,SD,13.6017,26.6876,86.09,42,71,16.35,broken clouds
353,Gulmarg,IN,34.049,74.3921,48.4,43,0,3.29,clear sky
354,Shitanjing,CN,39.2342,106.3439,45.93,44,62,5.97,broken clouds
355,Alofi,NU,-19.0595,-169.9187,75.09,94,16,4.61,few clouds
356,Hollins,US,37.3413,-79.9431,66.15,45,75,12.66,broken clouds
357,Puerto Carreno,CO,6.189,-67.4859,93.18,49,40,0.0,scattered clouds
358,Ambilobe,MG,-13.2,49.05,70.83,81,23,3.85,few clouds
359,Codrington,AU,-38.2667,141.9667,53.02,76,100,15.93,overcast clouds
360,Rio Gallegos,AR,-51.6226,-69.2181,64.45,27,40,23.02,scattered clouds
361,Gimli,CA,50.6336,-96.9907,59.02,82,23,11.5,few clouds
362,Grimshaw,CA,56.1834,-117.6027,49.62,71,75,4.61,broken clouds
363,Mehamn,NO,71.0357,27.8492,40.95,81,0,18.41,clear sky
364,Kulhudhuffushi,MV,6.6221,73.07,81.59,78,92,17.16,overcast clouds
365,Neyshabur,IR,36.2133,58.7958,70.07,23,1,1.3,clear sky
366,Urengoy,RU,65.9667,78.3667,37.02,95,100,13.33,overcast clouds
367,Saint-Pierre,RE,-21.3393,55.4781,71.28,73,75,10.36,broken clouds
368,Nassau,US,40.7507,-73.5829,55.78,88,100,16.11,overcast clouds
369,La Ronge,CA,55.1001,-105.2842,57.45,51,40,3.44,smoke
370,Beysehir,TR,37.6773,31.7246,58.8,62,95,4.16,overcast clouds
371,Nome,US,64.5011,-165.4064,42.87,100,100,6.91,overcast clouds
372,Kipushi,CD,-11.7667,27.2333,70.95,29,7,2.62,clear sky
373,Deputatskiy,RU,69.3,139.9,-0.74,98,62,4.05,broken clouds
374,Lazaro Cardenas,MX,17.9583,-102.2,83.35,74,27,4.0,scattered clouds
375,Bolivar,US,37.6145,-93.4105,79.27,31,37,6.31,scattered clouds
376,Lamar,US,33.6668,-95.5836,85.98,35,0,5.86,clear sky
377,Dunedin,NZ,-45.8742,170.5036,38.1,88,100,15.37,overcast clouds
378,Liborina,CO,6.6779,-75.8122,87.33,61,72,1.52,light rain
379,Faya,SA,18.3851,42.4509,69.91,37,52,4.94,broken clouds
380,Klaksvik,FO,62.2266,-6.589,49.12,77,0,39.06,clear sky
381,Inuvik,CA,68.3499,-133.7218,32.76,93,100,13.8,overcast clouds
382,Amurzet,RU,47.6967,131.0981,29.62,58,1,7.76,clear sky
383,Emba,KZ,48.8264,58.1442,46.94,23,65,11.03,broken clouds
384,Tolosa,FR,43.6043,1.4437,71.58,53,0,3.44,clear sky
385,Karratha,AU,-20.7377,116.8463,72.43,56,8,9.82,clear sky
386,Raudeberg,NO,61.9875,5.1352,49.96,1,100,15.66,light rain
387,Bilibino,RU,68.0546,166.4372,17.69,89,80,4.03,broken clouds
388,Patiya,BD,22.2931,91.9762,75.27,98,98,6.31,overcast clouds
389,Saint-Georges,GD,12.0564,-61.7485,83.88,79,40,9.22,scattered clouds
390,Ahuimanu,US,21.4447,-157.8378,80.78,77,40,5.75,light rain
391,Mednogorskiy,RU,43.9178,41.1825,52.97,98,100,1.52,light rain
392,Mossoro,BR,-5.1875,-37.3442,91.11,41,34,19.28,scattered clouds
393,Marrakesh,MA,31.6315,-8.0083,87.87,20,55,4.61,broken clouds
394,Tura,IN,25.5198,90.2201,72.75,88,94,2.04,overcast clouds
395,Paka,MY,4.6374,103.4368,76.93,94,48,0.0,scattered clouds
396,Yulara,AU,-25.2406,130.9889,59.97,52,0,7.85,clear sky
397,Portland,US,45.5234,-122.6762,60.84,88,100,3.44,overcast clouds
398,Lakes Entrance,AU,-37.8811,147.981,52.16,71,100,16.08,overcast clouds
399,Merauke,ID,-8.4667,140.3333,78.98,88,100,12.62,overcast clouds
400,Vila Franca Do Campo,PT,37.7167,-25.4333,78.19,81,32,7.87,light rain
401,Makakilo City,US,21.3469,-158.0858,79.61,69,75,8.05,broken clouds
402,Ponta Delgada,PT,37.7333,-25.6667,78.49,88,75,10.36,broken clouds
403,Payson,US,40.0444,-111.7321,69.42,43,0,1.99,clear sky
404,Yarkovo,RU,57.4028,67.0786,49.08,71,84,5.95,broken clouds
405,Gualaquiza,EC,-3.4,-78.55,82.11,42,88,4.05,overcast clouds
406,Nalut,LY,30.3333,10.85,80.24,21,0,9.55,clear sky
407,Filingue,NE,14.3521,3.3168,97.07,27,11,8.5,few clouds
408,Kununurra,AU,-15.7667,128.7333,78.78,78,23,3.44,few clouds
409,Berlevag,NO,70.8578,29.0864,41.0,75,0,17.27,clear sky
410,Rumonge,BI,-3.9736,29.4386,78.1,56,44,3.74,scattered clouds
411,Cayenne,GF,4.9333,-52.3333,91.44,52,0,13.8,clear sky
412,Elizabeth City,US,36.2946,-76.2511,57.02,82,100,8.05,overcast clouds
413,Frontera,MX,26.9333,-101.45,82.15,42,75,3.0,broken clouds
414,Bhunya,SZ,-26.55,31.0167,61.74,91,90,4.76,light rain
415,Blakstad,NO,59.8191,10.4645,57.83,1,100,10.13,overcast clouds
416,Ewo,CG,-0.8725,14.8206,77.63,76,78,2.37,broken clouds
417,Naryan-Mar,RU,67.6713,53.087,39.61,82,100,9.91,overcast clouds
418,Kotelnich,RU,58.3089,48.348,48.31,76,97,9.44,overcast clouds
419,Moron,AR,-34.6534,-58.6198,71.94,61,62,9.42,broken clouds
420,Hirara,JP,24.8,125.2833,81.52,75,1,9.73,clear sky
421,Gyorszemere,HU,47.5526,17.5636,51.8,68,35,4.41,scattered clouds
422,Kavaratti,IN,10.5669,72.642,81.61,77,100,16.2,overcast clouds
423,Guayaramerin,BO,-10.8368,-65.3614,93.25,46,40,4.61,scattered clouds
424,Alekseyevka,RU,50.6309,38.6903,51.98,74,60,7.92,broken clouds
425,Wichita Falls,US,33.9137,-98.4934,87.26,26,0,13.8,clear sky
426,Flinders,AU,-34.5833,150.8552,61.38,83,99,4.0,light rain
427,Whitehorse,CA,60.7161,-135.0538,34.57,86,40,2.3,scattered clouds
428,Pokhara,NP,28.2333,83.9833,69.48,92,81,1.86,moderate rain
429,Hazorasp,UZ,41.3194,61.0742,51.64,18,0,12.5,clear sky
430,Akyab,MM,20.15,92.9,77.25,89,69,5.7,broken clouds
431,Quatre Cocos,MU,-20.2078,57.7625,72.09,77,45,13.6,scattered clouds
432,Narasannapeta,IN,18.4167,84.05,78.82,90,100,4.65,overcast clouds
433,Harper,LR,4.375,-7.7169,77.99,85,59,6.76,broken clouds
434,Burnie,AU,-41.0667,145.9167,43.92,57,94,16.78,overcast clouds
435,Miri,MY,4.4148,114.0089,77.14,100,40,4.61,heavy intensity rain
436,Mezen,RU,65.8522,44.24,40.46,98,85,6.33,overcast clouds
437,Vila Velha,BR,-20.3297,-40.2925,76.95,87,20,12.66,few clouds
438,Gari,RU,59.4307,62.3497,45.9,81,71,6.02,broken clouds
439,Pochutla,MX,15.7432,-96.4661,91.22,61,86,5.19,overcast clouds
440,Pierre,US,44.3683,-100.351,74.05,42,100,10.36,overcast clouds
441,Balakhninskiy,RU,58.0106,114.2769,10.98,100,92,0.98,overcast clouds
442,Atambua,ID,-9.1061,124.8925,75.25,84,100,2.01,overcast clouds
443,Norsup,VU,-16.0667,167.3833,77.74,82,48,12.77,scattered clouds
444,Alta Floresta,BR,-9.8756,-56.0861,94.82,46,40,6.91,scattered clouds
445,Tefe,BR,-3.3542,-64.7114,93.31,62,40,3.44,scattered clouds
446,North Myrtle Beach,US,33.816,-78.68,72.01,50,0,8.05,clear sky
447,Novo Aripuana,BR,-5.1206,-60.3797,98.15,29,59,2.84,broken clouds
448,Nouadhibou,MR,20.931,-17.0347,73.13,85,90,18.1,overcast clouds
449,Palmer,US,42.1584,-72.3287,57.65,83,100,8.05,overcast clouds
450,Bilma,NE,18.6853,12.9164,94.08,13,2,5.44,clear sky
451,Kemi,FI,65.8596,24.8228,44.37,93,100,3.44,overcast clouds
452,Sinop,TR,41.7711,34.8709,54.59,92,98,3.85,overcast clouds
453,Machinga,MW,-15.1685,35.3,79.63,23,2,3.6,clear sky
454,Camocim,BR,-2.9022,-40.8411,88.93,53,83,16.6,broken clouds
455,Pacific Grove,US,36.6177,-121.9166,71.82,85,0,14.0,clear sky
456,Kharagpur,IN,22.3333,87.3333,77.47,96,97,6.55,overcast clouds
457,Nizwa,OM,22.9333,57.5333,80.24,49,1,6.38,clear sky
458,Preobrazheniye,RU,42.9019,133.9064,36.55,58,2,6.85,clear sky
459,Northam,GB,51.0333,-4.2167,61.39,95,100,19.37,overcast clouds
460,Kefamenanu,ID,-9.4467,124.4781,73.0,92,99,2.28,overcast clouds
461,Baykit,RU,61.67,96.37,26.51,87,28,3.74,scattered clouds
462,Belmonte,BR,-15.8631,-38.8828,78.64,67,1,11.68,clear sky
463,Virginia Beach,US,36.8529,-75.978,55.44,90,100,10.36,overcast clouds
464,Phulji,PK,26.8825,67.6807,86.76,36,0,7.47,clear sky
465,Poum,NC,-20.2333,164.0167,72.52,68,7,10.89,clear sky
