City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Arraial Do Cabo,BR,2022-09-26 22:14:31,-22.9661,-42.0278,69.76,88,100,10.36
1,Celestun,MX,2022-09-26 22:18:30,20.8667,-90.4,83.91,67,14,13.24
2,Dhankuta,NP,2022-09-26 22:18:30,26.9833,87.3333,63.32,92,40,3.87
3,Clyde River,CA,2022-09-26 22:18:31,70.4692,-68.5914,34.03,100,75,4.61
4,Riosucio,CO,2022-09-26 22:18:32,5.4216,-75.7032,66.42,89,85,2.1
5,Jamestown,US,2022-09-26 22:15:21,42.097,-79.2353,53.02,76,100,12.66
6,Port Alfred,ZA,2022-09-26 22:18:32,-33.5906,26.891,62.19,91,100,8.99
7,Qaanaaq,GL,2022-09-26 22:15:21,77.484,-69.3632,25.18,77,83,6.64
8,Sept-Iles,CA,2022-09-26 22:16:02,50.2001,-66.3821,54.05,88,100,4.61
9,Gao,ML,2022-09-26 22:18:33,16.6362,1.637,96.75,15,38,7.11
10,Brasilia,BR,2022-09-26 22:14:14,-15.7797,-47.9297,77.92,47,0,8.05
11,Vaini,TO,2022-09-26 22:18:34,-21.2,-175.2,78.96,83,75,5.75
12,Umm Lajj,SA,2022-09-26 22:18:34,25.0213,37.2685,88.99,39,5,6.98
13,Broome,US,2022-09-26 22:18:34,42.2506,-75.833,62.33,72,75,11.5
14,Mataura,NZ,2022-09-26 22:18:35,-46.1927,168.8643,49.48,93,100,1.57
15,Puerto Ayora,EC,2022-09-26 22:18:35,-0.7393,-90.3518,73.36,90,96,8.01
16,Punta Arenas,CL,2022-09-26 22:17:31,-53.15,-70.9167,44.71,57,0,17.27
17,Tura,IN,2022-09-26 22:18:36,25.5198,90.2201,72.61,89,98,2.08
18,Busselton,AU,2022-09-26 22:18:36,-33.65,115.3333,48.87,89,2,5.82
19,Geraldton,AU,2022-09-26 22:18:37,-28.7667,114.6,46.81,93,0,4.61
20,Mujiayingzi,CN,2022-09-26 22:18:37,42.1167,118.7833,55.35,50,0,5.08
21,Tasiilaq,GL,2022-09-26 22:18:37,65.6145,-37.6368,41.16,88,100,4.52
22,Hermanus,ZA,2022-09-26 22:18:38,-34.4187,19.2345,56.8,83,72,1.68
23,San Patricio,US,2022-09-26 22:18:38,28.017,-97.5169,95.18,35,10,12.97
24,Fortuna,US,2022-09-26 22:18:39,40.5982,-124.1573,62.98,81,17,5.82
25,Ushuaia,AR,2022-09-26 22:18:39,-54.8,-68.3,40.66,75,40,25.32
26,Mount Gambier,AU,2022-09-26 22:18:40,-37.8333,140.7667,50.72,77,26,8.21
27,Isangel,VU,2022-09-26 22:14:09,-19.55,169.2667,80.71,83,20,2.3
28,Hilo,US,2022-09-26 22:15:29,19.7297,-155.09,85.28,66,0,10.36
29,Tamiahua,MX,2022-09-26 22:18:41,21.2667,-97.45,82.53,70,36,12.44
30,Hobart,AU,2022-09-26 22:14:13,-42.8794,147.3294,54.27,92,75,5.75
31,Bluff,NZ,2022-09-26 22:17:34,-46.6,168.3333,49.8,94,100,3.98
32,Tuktoyaktuk,CA,2022-09-26 22:18:42,69.4541,-133.0374,35.6,69,75,14.97
33,Kautokeino,NO,2022-09-26 22:18:42,69.0125,23.0412,40.93,96,100,11.32
34,Brae,GB,2022-09-26 22:18:42,60.3964,-1.353,46.0,90,100,21.23
35,Carnarvon,AU,2022-09-26 22:18:43,-24.8667,113.6333,63.91,33,1,14.45
36,Severo-Kurilsk,RU,2022-09-26 22:18:43,50.6789,156.125,50.13,79,17,9.08
37,Tacoronte,ES,2022-09-26 22:18:03,28.4769,-16.4102,66.34,97,100,11.5
38,Cape Town,ZA,2022-09-26 22:15:41,-33.9258,18.4232,56.91,78,0,2.3
39,North Platte,US,2022-09-26 22:18:44,41.1239,-100.7654,83.12,27,0,5.99
40,Rikitea,PF,2022-09-26 22:18:45,-23.1203,-134.9692,68.07,58,21,7.65
41,Banmankhi,IN,2022-09-26 22:18:45,25.8833,87.1833,78.55,86,100,3.67
42,Albany,US,2022-09-26 22:18:16,42.6001,-73.9662,62.53,82,48,7.78
43,Ust-Nera,RU,2022-09-26 22:18:46,64.5667,143.2,23.76,95,100,3.56
44,Rio Gallegos,AR,2022-09-26 22:19:46,-51.6226,-69.2181,48.25,31,20,29.93
45,Srednekolymsk,RU,2022-09-26 22:19:47,67.45,153.6833,32.41,65,79,9.13
46,Butaritari,KI,2022-09-26 22:19:47,3.0707,172.7902,82.26,71,24,18.45
47,Ludhiana,IN,2022-09-26 22:19:47,30.9,75.85,72.37,88,0,2.64
48,Bambous Virieux,MU,2022-09-26 22:19:49,-20.3428,57.7575,71.85,64,40,11.5
49,Los Llanos De Aridane,ES,2022-09-26 22:19:49,28.6585,-17.9182,68.13,83,75,18.01
50,Hualmay,PE,2022-09-26 22:19:50,-11.0964,-77.6139,63.91,75,21,10.94
51,Georgetown,MY,2022-09-26 22:19:32,5.4112,100.3354,81.9,87,20,0.0
52,Upernavik,GL,2022-09-26 22:19:50,72.7868,-56.1549,33.35,71,29,4.65
53,Iquique,CL,2022-09-26 22:18:18,-20.2208,-70.1431,60.84,75,38,3.56
54,Ribeira Grande,PT,2022-09-26 22:19:51,38.5167,-28.7,66.6,82,75,9.22
55,Cherskiy,RU,2022-09-26 22:19:51,68.75,161.3,30.45,59,17,3.89
56,Tiksi,RU,2022-09-26 22:19:52,71.6872,128.8694,32.77,91,100,22.24
57,Fairbanks,US,2022-09-26 22:15:02,64.8378,-147.7164,50.22,67,100,5.75
58,Touros,BR,2022-09-26 22:19:18,-5.1989,-35.4608,77.29,76,21,16.22
59,Mar Del Plata,AR,2022-09-26 22:19:52,-38.0023,-57.5575,57.94,91,75,4.61
60,Cidreira,BR,2022-09-26 22:19:53,-30.1811,-50.2056,63.91,84,70,6.4
61,Lompoc,US,2022-09-26 22:19:53,34.6391,-120.4579,89.02,73,40,12.66
62,Yeppoon,AU,2022-09-26 22:19:54,-23.1333,150.7333,74.98,64,36,5.86
63,Aklavik,CA,2022-09-26 22:19:13,68.2191,-135.0107,36.9,73,100,7.78
64,Salta,AR,2022-09-26 22:19:54,-24.7859,-65.4117,73.99,33,0,9.22
65,Khatanga,RU,2022-09-26 22:19:55,71.9667,102.5,25.61,97,95,8.57
66,San Ramon,US,2022-09-26 22:19:55,37.7799,-121.978,89.82,51,0,13.8
67,Bambanglipuro,ID,2022-09-26 22:19:55,-7.95,110.2833,74.59,83,96,4.56
68,Ancud,CL,2022-09-26 22:18:45,-41.8697,-73.8203,47.23,78,28,7.96
69,Pyapon,MM,2022-09-26 22:19:56,16.2833,95.6833,75.38,93,98,3.4
70,Barrow,US,2022-09-26 22:19:57,71.2906,-156.7887,30.22,80,100,14.97
71,Narsaq,GL,2022-09-26 22:19:57,60.9167,-46.05,48.42,93,100,9.93
72,Saskylakh,RU,2022-09-26 22:19:58,71.9167,114.0833,27.03,92,93,11.18
73,Castro,BR,2022-09-26 22:19:58,-24.7911,-50.0119,57.6,98,100,5.53
74,Mehran,IR,2022-09-26 22:19:58,33.1222,46.1646,80.89,20,0,10.0
75,Port Elizabeth,ZA,2022-09-26 22:19:59,-33.918,25.5701,63.1,97,100,17.27
76,Bredasdorp,ZA,2022-09-26 22:19:59,-34.5322,20.0403,54.46,89,65,4.7
77,Provideniya,RU,2022-09-26 22:16:38,64.3833,-173.3,41.36,93,100,11.18
78,Lalas,GR,2022-09-26 22:20:00,37.7167,21.7167,61.3,72,79,3.87
79,Grindavik,IS,2022-09-26 22:20:00,63.8424,-22.4338,40.95,48,75,4.61
80,Saint-Philippe,RE,2022-09-26 22:20:01,-21.3585,55.7679,67.59,74,51,12.15
81,New Norfolk,AU,2022-09-26 22:20:01,-42.7826,147.0587,53.92,87,100,0.51
82,East London,ZA,2022-09-26 22:20:01,-33.0153,27.9116,66.52,92,100,18.23
83,Beringovskiy,RU,2022-09-26 22:20:02,63.05,179.3167,36.84,97,100,20.98
84,San Andres,CO,2022-09-26 22:20:03,12.5847,-81.7006,84.22,79,75,4.61
85,Sao Jose De Ribamar,BR,2022-09-26 22:18:10,-2.5619,-44.0542,82.78,77,1,13.67
86,Atuona,PF,2022-09-26 22:20:03,-9.8,-139.0333,76.41,79,19,19.77
87,Thompson,CA,2022-09-26 22:20:04,55.7435,-97.8558,48.36,40,20,4.61
88,Hit,IQ,2022-09-26 22:20:04,33.6416,42.8251,76.73,14,0,12.01
89,Tingo Maria,PE,2022-09-26 22:20:05,-9.2895,-76.0088,81.59,63,91,1.28
90,Laguna,US,2022-09-26 22:20:05,38.421,-121.4238,96.31,36,0,6.91
91,Qitaihe,CN,2022-09-26 22:20:06,45.8,130.85,47.26,62,0,3.38
92,Raudeberg,NO,2022-09-26 22:21:06,61.9875,5.1352,44.96,1,100,7.11
93,The Valley,AI,2022-09-26 22:20:58,18.217,-63.0578,84.34,74,20,13.8
94,Zabol,AF,2022-09-26 22:21:07,32.25,67.25,63.19,9,0,6.31
95,Dikson,RU,2022-09-26 22:21:07,73.5069,80.5464,32.77,74,94,12.55
96,Klaksvik,FO,2022-09-26 22:21:08,62.2266,-6.589,43.72,94,100,44.25
97,Ajdabiya,LY,2022-09-26 22:21:08,30.7554,20.2263,77.85,48,0,7.65
98,Mandalgovi,MN,2022-09-26 22:21:08,45.7625,106.2708,54.45,22,1,9.91
99,Tuatapere,NZ,2022-09-26 22:21:10,-46.1333,167.6833,54.95,91,100,2.53
100,Aykhal,RU,2022-09-26 22:21:11,66.0,111.5,8.4,99,93,3.56
101,Guerrero Negro,MX,2022-09-26 22:21:11,27.9769,-114.0611,84.22,58,0,11.95
102,Chokurdakh,RU,2022-09-26 22:21:12,70.6333,147.9167,25.09,89,78,11.23
103,Pangnirtung,CA,2022-09-26 22:21:12,66.1451,-65.7125,33.8,69,20,0.0
104,Ponta Do Sol,PT,2022-09-26 22:21:13,32.6667,-17.1,70.43,74,21,8.75
105,Dubuque,US,2022-09-26 22:21:13,42.4833,-90.8668,63.63,36,0,11.5
106,Lebu,CL,2022-09-26 22:21:13,-37.6167,-73.65,52.72,92,100,5.1
107,Sunrise,US,2022-09-26 22:21:14,26.1577,-80.2861,75.22,96,100,9.22
108,Boshan,CN,2022-09-26 22:21:14,36.4833,117.8333,59.56,77,83,1.92
109,Kavaratti,IN,2022-09-26 22:21:15,10.5669,72.642,81.21,73,66,16.64
110,Dickinson,US,2022-09-26 22:21:15,29.4608,-95.0513,94.15,51,0,13.8
111,Esperance,AU,2022-09-26 22:21:16,-33.8667,121.9,49.24,87,0,8.08
112,Juneau,US,2022-09-26 22:21:16,58.3019,-134.4197,60.8,95,100,21.85
113,Christchurch,NZ,2022-09-26 22:20:07,-43.5333,172.6333,64.47,65,100,5.75
114,Chicama,PE,2022-09-26 22:21:17,-7.8447,-79.1469,59.54,72,55,9.93
115,Port Blair,IN,2022-09-26 22:21:17,11.6667,92.75,80.49,81,79,10.47
116,Kodiak,US,2022-09-26 22:21:18,57.79,-152.4072,53.11,58,75,3.44
117,Nesna,NO,2022-09-26 22:21:18,66.1967,13.0213,53.67,76,98,20.47
118,Chuy,UY,2022-09-26 22:21:18,-33.6971,-53.4616,58.53,91,15,3.87
119,Jalu,LY,2022-09-26 22:21:19,29.0331,21.5482,80.6,40,0,7.58
120,Caravelas,BR,2022-09-26 22:21:19,-17.7125,-39.2481,73.4,86,99,7.18
121,Monroe,US,2022-09-26 22:20:21,43.1501,-77.6831,57.96,79,75,21.85
122,Assiniboia,CA,2022-09-26 22:21:20,49.6334,-105.9845,71.38,28,21,12.48
123,Mukhen,RU,2022-09-26 22:21:20,48.1,136.1,45.01,81,13,5.64
124,Adrar,MR,2022-09-26 22:21:21,20.5022,-10.0711,96.24,22,90,8.93
125,Kapaa,US,2022-09-26 22:21:21,22.0752,-159.319,84.52,65,0,10.36
126,Cabo San Lucas,MX,2022-09-26 22:21:17,22.8909,-109.9124,92.5,74,6,7.67
127,Nikolskoye,RU,2022-09-26 22:21:22,59.7035,30.7861,46.29,94,100,2.75
128,Inverell,AU,2022-09-26 22:21:22,-29.7833,151.1167,62.17,71,42,5.01
129,Kinshasa,CD,2022-09-26 22:21:23,-4.3246,15.3215,79.38,66,68,1.83
130,Coquimbo,CL,2022-09-26 22:21:24,-29.9533,-71.3436,56.93,82,0,12.66
131,Callaguip,PH,2022-09-26 22:21:24,18.0714,120.4867,77.02,100,20,2.3
132,Evensk,RU,2022-09-26 22:21:24,61.95,159.2333,37.62,65,24,2.44
133,Nanortalik,GL,2022-09-26 22:21:25,60.1432,-45.2371,45.14,91,100,13.02
134,Soe,ID,2022-09-26 22:21:25,-9.8607,124.284,65.55,73,98,2.86
135,Kaitangata,NZ,2022-09-26 22:21:26,-46.2817,169.8464,57.65,72,100,2.06
136,Ust-Maya,RU,2022-09-26 22:21:26,60.4167,134.5333,34.9,99,100,2.68
137,Mont-Dore,NC,2022-09-26 22:21:27,-22.2833,166.5833,79.0,99,9,6.33
138,Nikolayevsk-Na-Amure,RU,2022-09-26 22:19:17,53.1406,140.73,43.18,86,100,4.85
139,Sabha,LY,2022-09-26 22:21:27,27.0377,14.4283,85.91,22,0,10.98
140,San Vicente,AR,2022-09-26 22:22:28,-26.6167,-54.1333,60.84,95,100,2.1
141,Gainsborough,GB,2022-09-26 22:22:28,53.3833,-0.7667,48.87,87,75,9.22
142,Te Anau,NZ,2022-09-26 22:22:29,-45.4167,167.7167,51.8,95,100,2.77
143,Vardo,NO,2022-09-26 22:22:30,70.3705,31.1107,46.38,87,40,9.22
144,Bethel,US,2022-09-26 22:17:46,41.3712,-73.414,70.16,71,75,0.0
145,Ostrovnoy,RU,2022-09-26 22:19:12,68.0531,39.5131,37.9,80,100,7.63
146,Havoysund,NO,2022-09-26 22:22:31,70.9963,24.6622,46.63,82,45,13.29
147,Seoul,KR,2022-09-26 22:20:02,37.5683,126.9778,60.24,100,55,3.44
148,Yatou,CN,2022-09-26 22:22:31,37.15,122.3833,60.55,82,0,2.77
149,Portland,US,2022-09-26 22:18:58,45.5234,-122.6762,91.33,37,20,4.61
150,Naze,JP,2022-09-26 22:22:32,28.3667,129.4833,77.92,81,75,7.2
151,Yumen,CN,2022-09-26 22:22:34,40.2833,97.2,63.07,19,99,9.82
152,Muromtsevo,RU,2022-09-26 22:21:22,56.3724,75.2418,30.06,76,99,7.52
153,Kayerkan,RU,2022-09-26 22:22:34,69.3497,87.7602,26.53,92,61,6.08
154,Marquelia,MX,2022-09-26 22:22:35,16.5833,-98.8167,83.08,73,79,5.53
155,Huilong,CN,2022-09-26 22:22:35,31.8111,121.655,68.94,75,87,7.11
156,Comandau,RO,2022-09-26 22:22:36,45.7667,26.2667,51.31,94,100,2.44
157,Husavik,IS,2022-09-26 22:22:36,66.0449,-17.3389,38.21,55,25,19.98
158,Yablonovo,RU,2022-09-26 22:22:37,50.8523,37.3574,50.7,79,97,5.5
159,Wanning,CN,2022-09-26 22:22:37,18.8003,110.3967,78.76,89,100,14.32
160,Saint-Augustin,CA,2022-09-26 22:22:38,51.226,-58.6502,53.96,99,100,5.39
161,Ippy,CF,2022-09-26 22:22:38,6.2679,21.2247,68.59,98,100,1.07
162,Huinan,CN,2022-09-26 22:22:38,42.6225,126.2614,54.14,85,0,2.26
163,Barkly West,ZA,2022-09-26 22:22:39,-28.5354,24.5215,61.88,32,77,9.82
164,Port Augusta,AU,2022-09-26 22:22:39,-32.5,137.7667,51.93,66,18,12.19
165,Acarau,BR,2022-09-26 22:17:59,-2.8856,-40.12,78.69,82,58,17.56
166,Mahebourg,MU,2022-09-26 22:22:40,-20.4081,57.7,71.89,64,40,11.5
167,Pisco,PE,2022-09-26 22:19:19,-13.7,-76.2167,63.01,72,75,9.22
168,Nouadhibou,MR,2022-09-26 22:22:41,20.931,-17.0347,78.78,83,20,12.66
169,Deori Khas,IN,2022-09-26 22:22:41,23.4,79.0167,72.91,87,76,1.23
170,Auki,SB,2022-09-26 22:22:42,-8.7676,160.7034,81.75,74,26,0.87
171,Walajapet,IN,2022-09-26 22:22:42,12.9333,79.3833,77.0,70,56,7.02
172,Dunedin,NZ,2022-09-26 22:22:43,-45.8742,170.5036,54.81,84,100,0.83
173,Baherden,TM,2022-09-26 22:22:43,38.4362,57.4316,68.68,40,0,6.15
174,Luderitz,NA,2022-09-26 22:22:44,-26.6481,15.1594,54.46,85,0,4.59
175,Saint George,US,2022-09-26 22:18:36,37.1041,-113.5841,95.43,15,0,5.75
176,Teguise,ES,2022-09-26 22:22:44,29.0605,-13.564,68.22,78,20,9.22
177,Egvekinot,RU,2022-09-26 22:22:45,66.3167,-179.1667,29.41,76,100,14.83
178,Norman Wells,CA,2022-09-26 22:22:45,65.282,-126.8329,41.04,93,75,3.44
179,Bangassou,CF,2022-09-26 22:22:45,4.7413,22.8184,68.92,99,100,5.12
180,Port Lincoln,AU,2022-09-26 22:22:46,-34.7333,135.8667,53.06,64,60,15.55
181,Mayo,US,2022-09-26 22:22:47,38.8876,-76.5119,74.98,61,100,6.91
182,Santa Clara,CU,2022-09-26 22:22:47,22.4,-79.9667,74.86,94,100,11.5
183,Kodinsk,RU,2022-09-26 22:22:48,58.6881,99.1844,26.29,97,12,1.5
184,Calahorra,ES,2022-09-26 22:23:48,42.3051,-1.9652,58.98,76,2,6.42
185,Lerwick,GB,2022-09-26 22:23:49,60.1545,-1.1494,46.4,88,97,22.19
186,Kangaatsiaq,GL,2022-09-26 22:23:49,68.3065,-53.4641,40.26,93,100,8.32
187,Westport,US,2022-09-26 22:23:09,41.1415,-73.3579,72.09,70,0,21.85
188,Nelson Bay,AU,2022-09-26 22:20:40,-32.7167,152.15,65.08,86,97,7.0
189,Olafsvik,IS,2022-09-26 22:23:50,64.8945,-23.7142,44.46,49,90,7.49
190,Nantucket,US,2022-09-26 22:23:50,41.2835,-70.0995,69.91,68,0,11.5
191,Sungurlare,BG,2022-09-26 22:23:51,42.7667,26.7833,63.77,66,96,6.02
192,Lorengau,PG,2022-09-26 22:23:51,-2.0226,147.2712,84.25,68,51,8.99
193,Pital,CO,2022-09-26 22:23:52,2.2665,-75.8044,80.26,60,85,6.06
194,Bathsheba,BB,2022-09-26 22:23:52,13.2167,-59.5167,83.01,83,40,14.97
195,Sao Filipe,CV,2022-09-26 22:23:52,14.8961,-24.4956,77.32,77,60,7.09
196,Fayetteville,US,2022-09-26 22:21:25,35.0527,-78.8784,85.59,43,40,9.22
197,Hithadhoo,MV,2022-09-26 22:23:53,-0.6,73.0833,81.75,74,70,15.37
198,Ukiah,US,2022-09-26 22:23:53,39.1502,-123.2078,95.43,30,0,5.75
199,Hamilton,US,2022-09-26 22:23:54,39.1834,-84.5333,66.88,46,75,17.27
200,Uyuni,BO,2022-09-26 22:23:54,-20.4597,-66.825,49.87,10,0,17.56
201,Hobyo,SO,2022-09-26 22:23:55,5.3505,48.5268,76.5,88,52,16.67
202,Camacha,PT,2022-09-26 22:23:56,33.0833,-16.3333,67.42,64,20,11.5
203,Pinega,RU,2022-09-26 22:23:56,64.7001,43.3936,33.53,85,17,4.79
204,Vila Velha,BR,2022-09-26 22:23:35,-20.3297,-40.2925,73.35,85,75,9.22
205,Consett,GB,2022-09-26 22:23:57,54.854,-1.8316,41.36,90,47,8.48
206,Dali,CN,2022-09-26 22:23:57,25.7,100.1833,58.64,93,23,2.98
207,Mwense,ZM,2022-09-26 22:23:58,-10.3845,28.698,79.03,29,63,1.7
208,Kruisfontein,ZA,2022-09-26 22:23:58,-34.0033,24.7314,60.89,92,100,18.92
209,Rabo De Peixe,PT,2022-09-26 22:23:59,37.8,-25.5833,67.28,75,20,8.05
210,Mount Isa,AU,2022-09-26 22:23:59,-20.7333,139.5,78.57,25,0,12.66
211,Aripuana,BR,2022-09-26 22:24:00,-9.1667,-60.6333,90.45,33,85,1.05
212,Ushtobe,KZ,2022-09-26 22:24:00,45.2514,77.9838,69.06,41,100,9.4
213,Mindelo,CV,2022-09-26 22:24:00,16.8901,-24.9804,78.35,69,20,5.75
214,Mykolayiv,UA,2022-09-26 22:22:09,46.9659,31.9974,61.39,85,83,10.49
215,Airai,TL,2022-09-26 22:24:01,-8.9266,125.4092,59.97,65,36,1.63
216,Andenes,NO,2022-09-26 22:24:02,69.3143,16.1194,49.98,71,0,20.71
217,Quatre Cocos,MU,2022-09-26 22:24:02,-20.2078,57.7625,71.71,66,79,13.78
218,Les Cayes,HT,2022-09-26 22:24:02,18.2,-73.75,82.83,77,40,9.35
219,Shimoda,JP,2022-09-26 22:24:03,34.6667,138.95,70.11,80,5,8.66
220,Fonte Boa,BR,2022-09-26 22:24:03,-2.4959,-66.2662,82.45,67,88,3.2
221,Kudahuvadhoo,MV,2022-09-26 22:24:04,2.6708,72.8944,81.0,77,84,14.18
222,San Cristobal,VE,2022-09-26 22:20:09,7.7669,-72.225,78.98,62,70,5.57
223,Talnakh,RU,2022-09-26 22:24:04,69.4865,88.3972,27.21,82,71,3.24
224,Yellowknife,CA,2022-09-26 22:21:00,62.456,-114.3525,48.72,71,75,10.36
225,Nezhinka,RU,2022-09-26 22:20:11,51.7676,55.3694,48.36,93,75,8.99
226,Adolfo Lopez Mateos,MX,2022-09-26 22:24:05,28.4667,-107.3,65.34,57,84,12.73
227,Sanming,CN,2022-09-26 22:24:06,26.2486,117.6186,72.27,94,14,2.53
228,Praya,CV,2022-09-26 22:25:07,14.9215,-23.5087,77.54,78,20,8.05
229,Constitucion,CL,2022-09-26 22:25:07,-35.3333,-72.4167,55.44,76,97,8.88
230,Pochutla,MX,2022-09-26 22:25:07,15.7432,-96.4661,78.62,76,50,4.97
231,Nayoro,JP,2022-09-26 22:25:08,44.3506,142.4578,56.14,85,63,5.03
232,Leshukonskoye,RU,2022-09-26 22:25:08,64.8989,45.7622,30.9,84,16,4.83
233,Bemidji,US,2022-09-26 22:22:04,47.4736,-94.8803,58.55,51,0,11.5
234,Ossora,RU,2022-09-26 22:25:09,59.2353,163.0719,41.81,67,91,3.04
235,Mapimi,MX,2022-09-26 22:25:10,25.8167,-103.85,76.73,45,89,8.68
236,Kahului,US,2022-09-26 22:25:10,20.8947,-156.47,89.62,57,20,23.02
237,Kabinda,CD,2022-09-26 22:25:11,-6.1333,24.4833,74.52,60,82,3.2
238,Lata,PT,2022-09-26 22:25:11,40.1629,-8.3327,62.82,92,2,1.39
239,Flin Flon,CA,2022-09-26 22:25:11,54.7682,-101.865,58.84,47,40,4.61
240,Puebloviejo,CO,2022-09-26 22:25:12,10.9938,-74.2844,83.03,75,59,6.35
241,Port-Gentil,GA,2022-09-26 22:25:12,-0.7193,8.7815,76.96,88,75,11.5
242,Pangoa,PE,2022-09-26 22:25:13,-12.1167,-73.0,75.79,80,100,3.36
243,La Ronge,CA,2022-09-26 22:25:13,55.1001,-105.2842,66.45,32,20,12.66
244,Anloga,GH,2022-09-26 22:25:14,5.7947,0.8973,76.69,84,95,8.3
245,North Battleford,CA,2022-09-26 22:25:14,52.7834,-108.2847,72.41,37,0,9.22
246,Fort Dodge,US,2022-09-26 22:24:17,42.4975,-94.168,69.78,30,0,10.36
247,Fare,PF,2022-09-26 22:25:15,-16.7,-151.0167,77.88,73,1,13.09
248,Mugur-Aksy,RU,2022-09-26 22:25:16,50.35,90.5,42.84,56,57,5.23
249,Lagoa,PT,2022-09-26 22:25:16,39.05,-27.9833,69.85,68,100,17.4
250,San Borja,BO,2022-09-26 22:25:17,-14.8167,-66.85,91.69,40,76,5.88
251,Waingapu,ID,2022-09-26 22:25:17,-9.6567,120.2641,74.84,82,87,4.54
252,Hasaki,JP,2022-09-26 22:25:17,35.7333,140.8333,70.29,74,0,10.63
253,Copiapo,CL,2022-09-26 22:25:09,-27.3667,-70.3333,53.29,30,3,5.44
254,Bilibino,RU,2022-09-26 22:25:18,68.0546,166.4372,24.64,73,99,2.42
255,Byron Bay,AU,2022-09-26 22:25:19,-28.65,153.6167,69.94,77,92,8.21
256,Buala,SB,2022-09-26 22:25:19,-8.145,159.5921,83.12,69,53,1.01
257,Nemuro,JP,2022-09-26 22:25:20,43.3236,145.575,61.43,82,97,2.46
258,Hami,CN,2022-09-26 22:25:20,42.8,93.45,68.59,23,4,7.2
259,Avarua,CK,2022-09-26 22:25:20,-21.2078,-159.775,77.05,83,75,13.8
260,Kampene,CD,2022-09-26 22:25:21,-3.6,26.6667,74.16,71,70,2.13
261,Birao,CF,2022-09-26 22:25:21,10.2849,22.7882,73.02,90,78,3.98
262,Longyearbyen,SJ,2022-09-26 22:21:25,78.2186,15.6401,42.64,75,40,1.14
263,Utete,TZ,2022-09-26 22:25:22,-7.986,38.758,71.62,87,1,3.6
264,Sakakah,SA,2022-09-26 22:25:22,29.9697,40.2064,81.97,22,0,5.7
265,Murdochville,CA,2022-09-26 22:25:23,48.9583,-65.5006,43.68,99,100,3.8
266,Orlando,US,2022-09-26 22:21:26,28.5383,-81.3792,86.92,66,40,14.97
267,Madarounfa,NE,2022-09-26 22:25:23,13.3087,7.156,83.53,63,61,8.81
268,Varhaug,NO,2022-09-26 22:25:24,58.6147,5.6457,49.89,79,97,15.28
269,Oda,JP,2022-09-26 22:25:25,35.1833,132.5,66.97,89,100,7.4
270,Rundu,NA,2022-09-26 22:25:25,-17.9333,19.7667,75.61,23,87,2.68
271,Leningradskiy,RU,2022-09-26 22:25:25,69.3833,178.4167,31.35,86,100,6.29
272,Beloha,MG,2022-09-26 22:25:26,-25.1667,45.05,71.67,64,0,4.07
273,Noumea,NC,2022-09-26 22:24:41,-22.2763,166.4572,79.0,99,5,7.61
